name,pageviews,visitors,visits,bounces,totaltime
/canada/british-columbia/tlell/richardson-ranch,17,7,12,8,1774
/canada/british-columbia/vancouver,21,7,10,6,3443
/united-states/illinois/south-beloit/beloit-animal-hospital/,9,7,9,9,0
/united-states/idaho/meridian/westvet-meridian-247-animal-emergency-specialty-center,11,7,8,6,451
/canada/nova-scotia,12,7,8,6,602
/canada/quebec/lvis/clinique-vtrinaire-harmonia-inc,9,7,8,7,13
/canada/british-columbia/north-vancouver/phoenix-rising-integrative-veterinary-care,9,7,8,7,11
/canada/alberta/edmonton,24,7,8,4,3551
/canada/alberta/athabasca/athabasca-veterinary-services-1982-ltd/,8,7,8,8,0
/canada/ontario/burlington/the-maples-animal-hospital,9,7,8,7,286
/canada/alberta/calgary/vca-canada-tuscany-animal-hospital,42,7,8,4,2868
/canada/ontario/beamsville/hillview-veterinary-clinic,8,7,7,6,81
/united-states/north-carolina/valdese/animal-hospital-of-east-burke/,7,7,7,7,0
/united-states/colorado/denver/maxfund-veterinary-clinic/,7,7,7,7,0
/canada/alberta/calgary/sundance-animal-hospital/,7,7,7,7,0
/united-states/nevada/las-vegas,7,7,7,7,0
/canada/alberta/calgary/vca-canada-district-animal-hospital-urgent-care/,7,7,7,7,0
/canada/quebec/vaudreuil-dorion/clinique-vtrinaire-harwood,9,7,7,5,1088
/canada/ontario/bracebridge/dr-fahmy-veterinary-mobile-clinic,7,7,7,7,0
/united-states/florida/orlando,7,7,7,7,0
/canada/alberta/calgary/alpine-veterinary-clinic/,10,7,7,4,720
/canada/alberta/edmonton/groat-veterinary-centre/,7,7,7,7,0
/canada/british-columbia/cumberland/cumberland-veterinary-clinic,7,7,7,7,0
/canada/ontario/st-george/st-george-mill-animal-hospital/,8,7,7,6,46
/united-states/colorado/colorado-springs/hamlett-spay-neuter-clinic/,9,7,7,5,700
/canada/british-columbia/nanaimo/departure-bay-veterinary-hospital/,10,6,10,10,0
/canada/nova-scotia/dartmouth/tartan-tails-veterinary-hospital-dartmouth,8,6,8,8,0
/canada/ontario/port-elgin/huron-shores-veterinary-services/,8,6,8,8,0
/united-states/alabama/semmes/semmes-animal-hospital/,7,6,7,7,0
/united-states/nevada/las-vegas/hearts-alive-village-animal-clinic/,7,6,7,7,0
/canada/british-columbia/nanaimo/padfoot-animal-hospital,7,6,7,7,0
/canada/nova-scotia/upper-tantallon/crossroads-animal-hospital-tantallon/,9,6,7,5,493
/canada/ontario/london,10,6,7,6,71
/united-states/virginia/leesburg/mid-atlantic-veterinary-dermatology,7,6,7,7,0
/canada/british-columbia/terrace/mount-remo-veterinary-services,10,6,7,4,1973
/canada/british-columbia/burns-lake/burns-lake-veterinary-clinic/,7,6,7,7,0
/united-states/montana/hysham/treasure-veterinary-service,7,6,7,7,0
/united-states/hawaii/hilo/island-veterinary-center-llc/,6,6,6,6,0
/united-states/idaho/moscow/animal-clinic-hospital,6,6,6,6,0
/united-states/colorado/grand-junction/cottonwood-veterinary-hospital,8,6,6,4,427
/united-states/minnesota/fridley/vetco-total-care-animal-hospital,6,6,6,6,0
/united-states/missouri/kansas-city/brock-w-exline-dvm/,6,6,6,6,0
/united-states/utah/clearfield/heartsong-spayneuter-clinic/,7,6,6,5,206
/canada/british-columbia/courtenay/van-isle-veterinary-hospital,8,6,6,4,1053
/canada/quebec/montral,7,6,6,5,5
/canada/ontario/ottawa/glebe-pet-hospital/,6,6,6,6,0
/united-states/ohio/canfield/angels-for-animals/,6,6,6,6,0
/united-states/florida/ocala/uf-veterinary-hospital-at-wec,6,6,6,6,0
/canada/british-columbia/north-vancouver/vca-lynn-valley-animal-hospital,7,6,6,5,525
/united-states/arkansas/berryville/the-family-pet-vet/,6,6,6,6,0
/united-states/colorado/parker/hess-ridge-animal-hospital,7,6,6,5,3
/canada/alberta/athabasca/athabasca-veterinary-services-1982-ltd,6,6,6,6,0
/united-states/oklahoma/edmond/central-oklahoma-veterinary-specialists-susan-e-streeter-dvm,6,6,6,6,0
/claim-clinic,32,5,12,8,3056
/united-states/connecticut/granby/holistic-vet-marcie-fallek-dvm-cva/,12,5,10,9,2294
/united-states/alabama,30,5,8,3,3243
/canada/ontario/london/oak-west-animal-clinic,7,5,7,7,0
/canada/british-columbia/surrey,31,5,7,2,4612
/canada/alberta/beaverlodge/west-county-animal-clinic,8,5,7,6,0
/canada/ontario/peterborough/parkway-centre-pet-hospital,7,5,7,7,0
/united-states/georgia/valdosta/valdosta-veterinary-associates,6,5,6,6,0
/united-states/missouri/warrensburg/houtsma-j-greg-dvm/,7,5,6,5,2470
/united-states/idaho/sandpoint/center-valley-veterinary-hospital/,6,5,6,6,0
/canada/newfoundland-and-labrador,9,5,6,4,2069
/canada/ontario/kitchener,7,5,6,5,21
/united-states/florida/miami/miller-pets-animal-hospital,8,5,6,5,1913
/united-states/nebraska/rushville/beguin-veterinary-service/,7,5,6,5,236
/united-states/georgia/colbert/colbert-animal-hospital/,7,5,6,5,1800
/united-states/florida/eglin-afb/eglin-veterinary-treatment-facility,6,5,6,6,0
/united-states/arkansas/bald-knob/legacy-veterinary-clinic-llc/,6,5,6,6,0
/united-states/florida/quincy/quincy-animal-hospital,6,5,6,6,0
/canada/ontario/leamington/leamington-animal-hospital,6,5,6,6,0
/canada/alberta/lethbridge/green-acres-animal-hospital/,7,5,6,5,2857
/united-states/florida/punta-gorda/florida-animal-care,5,5,5,5,0
/united-states/georgia/duluth/paw-project-of-georgia,5,5,5,5,0
/united-states/new-hampshire/peterborough/private-roots-veterinary-pllc/,5,5,5,5,0
/united-states/illinois/mundelein/gilmer-road-animal-hospital,5,5,5,5,0
/canada/ontario/coboconk/gull-river-veterinary-services/,5,5,5,5,0
/canada/alberta/crossfield/rockyview-pet-vets,5,5,5,5,0
/united-states/florida/sarasota/hagans-pet-resort,5,5,5,5,0
/canada/ontario/kanata/eagleson-veterinary-clinic/,6,5,5,4,195
/canada/british-columbia/nanaimo/central-island-veterinary-emergency-hospital/,5,5,5,5,0
/canada/ontario/scarborough/brimley-lawrence-animal-clinic,6,5,5,4,11
/united-states/oregon/portland/lombard-animal-hospital-turano-preston-dvm,5,5,5,5,0
/united-states/florida/miami/island-veterinary-hospital,7,5,5,3,263
/canada/ontario/smithville/highway-20-veterinary-hospital/,7,5,5,3,198
/canada/ontario/toronto/juno-veterinary-bloor-west,5,5,5,5,0
/canada/ontario/oakville/southeast-oakville-veterinary-hospital,5,5,5,5,0
/united-states/new-mexico/truth-or-consequences/arenas-valley-animal-clinic-of-sierra-county/,5,5,5,5,0
/united-states/oregon/portland/compassionate-care-portland-home-pet-euthanasia-pet-cremation,5,5,5,5,0
/canada/ontario/ottawa/carling-animal-hospital/,6,5,5,4,12
/united-states/connecticut/wallingford/small-animal-surgical-service-of-ct/,5,5,5,5,0
/united-states/georgia/savannah/elite-veterinary-medicine/,7,5,5,4,1132
/canada/british-columbia/barrire/barriere-veterinary-clinic/,6,5,5,4,0
/united-states/florida/tampa,5,5,5,5,0
/united-states/florida/lakeland/paws-plus-veterinary/,6,5,5,4,180
/canada/quebec/montreal/gilmour-veterinary-services-ndg-allan-gilmour-veterinarian,5,5,5,5,0
/united-states/florida/miami/greenfield-animal-hospital,14,5,5,2,1114
/canada/british-columbia/victoria/west-coast-animal-veterinary-emergency-specialty-waves-hospital,5,5,5,5,0
/canada/ontario/sunderland/brelmar-veterinary-clinic,8,5,5,3,2075
/canada/ontario/toronto/dufferin-queen-animal-hospital,5,5,5,5,0
/canada/saskatchewan/saskatoon/corman-park-vet-services,6,5,5,4,158
/united-states/michigan/fowlerville/fowlerville-veterinary-clinic,5,5,5,5,0
/canada/alberta/calgary/paramount-24-hour-animal-hospital/,5,5,5,5,0
/canada/alberta/strathmore/sevick-veterinary-services-ltd/,6,5,5,4,207
/canada/british-columbia/north-saanich/dean-park-pet-hospital/,5,5,5,5,0
/united-states/arizona/sierra-vista/coronado-veterinary-hospital,5,5,5,5,0
/canada/ontario/sarnia/sarnia-veterinary-urgent-care,7,5,5,4,225
/united-states/florida/orlando/kirkman-road-veterinary-clinic/,5,5,5,5,0
/united-states/oregon/portland/oregon-humane-society-community-veterinary-hospital/,5,5,5,5,0
/canada/manitoba/winnipeg/grant-park-animal-hospital/,5,5,5,5,0
/canada/british-columbia/osoyoos/south-valley-veterinary-hospital/,5,5,5,5,0
/canada/ontario/guelph/small-animal-clinic-ovc-hsc,9,5,5,3,27
/canada/british-columbia/victoria/grace-veterinary-hospital,5,5,5,5,0
/united-states/illinois/chicago/medvet-chicago,5,5,5,5,0
/united-states/ohio/bay-village/bay-village-animal-clinic/,5,5,5,5,0
/canada/quebec/sainte-hndine/bureau-vtrinaire-ste-hndine,5,5,5,5,0
/united-states/illinois/jerseyville/jersey-calhoun-veterinary-hospital/,5,5,5,5,0
/united-states/florida/palmetto/good-vets/,5,5,5,5,0
/united-states/north-carolina/kill-devil-hills/botzman-mobile-veterinary-services/,6,5,5,4,26
/united-states/florida/marco-island/island-animal-hospital/,6,5,5,4,1835
/united-states/south-carolina/florence/animal-emergency-hospital-of-the-pee-dee/,6,5,5,4,180
/canada/ontario/oakville/burloak-animal-hospital,5,5,5,5,0
/united-states/arizona/scottsdale/pure-balance-holistic-veterinary-svcs/,5,5,5,5,0
/united-states/alabama/birmingham/veterinary-specialists-of-birmingham,6,5,5,4,428
/united-states/florida/mt-dora/animal-wellness-center/,6,5,5,4,998
/canada/ontario/guelph/speedvale-pet-hospital,5,5,5,5,0
/canada/quebec/laval/clinique-vtrinaire-concorde,5,5,5,5,0
/united-states/south-carolina/anderson/southeastern-pet-vacc/,5,5,5,5,0
/canada/ontario/york/animal-hospital-of-high-park,5,5,5,5,0
/add-vet,23,4,9,6,2573
/canada/saskatchewan/kindersley/kindersley-veterinary-clinic/,7,4,7,7,0
/canada/british-columbia/kitimat/kitimat-veterinary-hospital,9,4,7,6,428
/canada/alberta/calgary/rocky-ridge-pet-hospital,8,4,6,5,7
/united-states/florida/margate/quad-city-animal-clinic/,7,4,6,5,2065
/united-states/alabama/auburn/jt-vaughan-large-animal-teaching-hospital/,6,4,6,6,0
/united-states/arkansas/paris/paris-veterinary-hospital/,6,4,6,6,0
/united-states/oklahoma/ardmore/ardmore-low-cost-spay-neuter-clinic,6,4,6,6,0
/united-states/virginia/mclean/mclean-animal-hospital/,6,4,6,6,0
/united-states/arkansas/mountain-view/mountain-view-animal-hospital/,6,4,6,6,0
/united-states/florida/eastpoint,8,4,6,5,119
/united-states/florida/orlando/pershing-oaks-animal-hospital,6,4,6,6,0
/canada/ontario/apsley/apsley-veterinary-services/,6,4,6,6,0
/canada/british-columbia/langley-twp/albatross-veterinary-services/,5,4,5,5,0
/united-states/utah/west-jordan/sanctuary-veterinary-emergency,9,4,5,3,269
/united-states/georgia/atlanta/common-companion-vet-co,5,4,5,5,0
/canada/british-columbia/invermere,5,4,5,5,0
/united-states/north-dakota/garrison/garrison-veterinary-services-now-prairie-hills-veterinary-services/,6,4,5,4,167
/canada/ontario/north-bay/trout-lake-housecall-veterinary-services,6,4,5,4,85
/united-states/virginia/upperville/paragon-equine-veterinary-services,5,4,5,5,0
/canada/ontario/london/southwest-veterinary-hospital,5,4,5,5,0
/canada/ontario/blenheim/harwich-veterinary-clinic/,5,4,5,5,0
/canada/quebec/montreal,9,4,5,4,146
/united-states/colorado/sterling/south-platte-vet-supply/,5,4,5,5,0
/united-states/florida/cocoa/companion-animal-hospital,5,4,5,5,0
/united-states/florida/holmes-beach,6,4,5,4,28
/canada/alberta/lloydminster/lloydminster-animal-hospital/,5,4,4,3,142
/canada/british-columbia/victoria,5,4,4,3,926
/united-states/florida/orlando/east-orlando-animal-hospital,5,4,4,3,10
/canada/ontario/ottawa/walk-in-clinic-urgent-care-of-montreal-road-animal-hospital/,4,4,4,4,0
/united-states/florida/tallahassee/bradfordville-animal-hospital,4,4,4,4,0
/united-states/arkansas/lonoke/lonoke-animal-hospital/,4,4,4,4,0
/canada/ontario/orlans/mer-bleue-veterinary-hospital/,4,4,4,4,0
/canada/alberta/edmonton/vca-canada-mayfield-animal-hospital/,4,4,4,4,0
/canada/ontario/guelph/silvercreek-animal-hospital,4,4,4,4,0
/united-states/tennessee/knoxville,4,4,4,4,0
/united-states/colorado/leadville/leadville-veterinary-clinic-linemeyer-dennis-r-dvm/,5,4,4,3,7
/canada/alberta/airdrie/airdrie-animal-health-centre/,4,4,4,4,0
/united-states/florida/orlando/nonas-ark-animal-hospital,4,4,4,4,0
/united-states/florida/key-west/lower-keys-animal-clinic/,4,4,4,4,0
/united-states/kentucky/nicholasville/animal-hospital-of-nicholasville/,7,4,4,3,102
/united-states/nevada/las-vegas/pecos-russell-animal-hospital/,4,4,4,4,0
/united-states/georgia/marietta/town-country-west-veterinary,4,4,4,4,0
/canada/newfoundland-and-labrador/st-johns,4,4,4,4,0
/canada/ontario/london/dillard-animal-hospital,4,4,4,4,0
/united-states/arizona/phoenix/vca-southside-animal-hospital,4,4,4,4,0
/united-states/florida/vero-beach/veterinary-medical-center-of-indian-river-county/,5,4,4,3,1
/united-states/georgia/norcross/animal-hospital-historic/,4,4,4,4,0
/canada/ontario/etobicoke/humberwood-animal-hospital,5,4,4,3,206
/canada/nova-scotia/dartmouth/vetwise-animal-hospital/,4,4,4,4,0
/canada/ontario/guelph/,4,4,4,4,0
/united-states/florida/hernando,4,4,4,4,0
/canada/alberta/calgary/vca-canada-coach-hill-animal-hospital/,4,4,4,4,0
/canada/ontario/toronto/junction-pet-clinic,4,4,4,4,0
/canada/manitoba/ashern/ashern-district-vet-clinic/,4,4,4,4,0
/united-states/virginia/kilmarnock/kilmarnock-animal-hospital/,4,4,4,4,0
/united-states/illinois/chicago/petsmart-veterinary-services-urgent-care-chicago-south-loop,4,4,4,4,0
/canada/ontario/thunder-bay/thunder-bay-veterinary-hospital/,4,4,4,4,0
/united-states/illinois/chicago/partners-animal-hospital-south-loop,4,4,4,4,0
/united-states/connecticut/gales-ferry/gales-ferry-animal-hospital-has-permanently-closed/,4,4,4,4,0
/united-states/florida/ramrod-key,6,4,4,2,293
/canada/british-columbia/nanaimo,7,4,4,3,182
/united-states/arkansas/greenbrier/companions-plus-vaccine-clinic/,4,4,4,4,0
/canada/british-columbia/fernie,4,4,4,4,0
/canada/ontario/wingham/baird-mobile-veterinary-services,5,4,4,3,28
/united-states/illinois/chicago/value-pet-vet-chicago-at-schorsch-village,4,4,4,4,0
/united-states/florida/orlando/pine-castle-animal-clinic,4,4,4,4,0
/united-states/florida/miami/kendall-pointe-animal-hospital-emergency/,4,4,4,4,0
/united-states/north-carolina/mars-hill/madison-county-animal-clinic,4,4,4,4,0
/canada/manitoba/winnipeg/westwood-veterinary-hospital/,5,4,4,3,27
/canada/alberta/calgary/calgary-avian-exotic-pet-clinic/,4,4,4,4,0
/canada/british-columbia/merville/tsolum-veterinary-hospital/,4,4,4,4,0
/united-states/nevada/las-vegas/summerlin-animal-hospital/,4,4,4,4,0
/united-states/alabama/mobile/dr-justin-mims/,4,4,4,4,0
/canada/saskatchewan/rosthern/town-country-vet/,4,4,4,4,0
/united-states/nevada/las-vegas/red-rock-animal-hospital,4,4,4,4,0
/canada/alberta/bragg-creek/banded-peak-veterinary-hosp/,4,4,4,4,0
/canada/british-columbia/shawnigan-lake/agwest-veterinary-group/,4,4,4,4,0
/canada/alberta/gunn/lac-ste-anne-veterinary-clinic/,5,4,4,3,1416
/united-states/arizona/peoria/katz-and-dogs-wellness-clinic,4,4,4,4,0
/canada/alberta/vegreville/vegreville-veterinary-clinic,4,4,4,4,0
/canada/manitoba/winnipeg/plessis-veterinary-hospital/,5,4,4,3,108
/canada/ontario/toronto/north-kipling-veterinary-hospital/,5,4,4,3,19
/united-states/oregon/portland/halsey-east-animal-clinic-vidos-karen-dvm,4,4,4,4,0
/united-states/connecticut/niantic/niantic-animal-hospital/,5,4,4,3,4
/canada/british-columbia/lake-country/sitara-animal-hospital/,4,4,4,4,0
/united-states/florida/orlando/edgewater-animal-hospital,4,4,4,4,0
/canada/ontario/niagara-falls/bridgeview-animal-hospital,4,4,4,4,0
/canada/british-columbia/abbotsford/agwest-veterinary-group-ltd/,4,4,4,4,0
/united-states/florida/cortez,4,4,4,4,0
/canada/british-columbia/grand-forks/kettle-river-veterinary-svc,4,4,4,4,0
/canada/ontario/guelph/victoria-road-animal-hospital,4,4,4,4,0
/united-states/indiana/fort-wayne/stellhorn-veterinary-hospital/,4,4,4,4,0
/canada/ontario/whitby/south-whitby-veterinary-services,4,4,4,4,0
/united-states/alaska/juneau/summit-veterinary-services,4,4,4,4,0
/canada/alberta/edmonton/capilano-animal-clinic/,4,4,4,4,0
/canada/quebec/rouyn-noranda/clinique-vtrinaire-de-lanode,4,4,4,4,0
/united-states/oregon/portland,4,4,4,4,0
/canada/quebec/montral/baker-animal-hospital,4,4,4,4,0
/united-states/louisiana/baton-rouge/sherwood-forest-animal-hospital/,4,4,4,4,0
/united-states/illinois/skokie/riser-animal-hospital/,4,4,4,4,0
/canada/ontario/markham/mount-joy-animal-clinic,4,4,4,4,0
/united-states/georgia/marietta/westside-veterinary-hospital-marietta-ga,4,4,4,4,0
/united-states/florida/orlando/loch-haven-veterinary-hospital,5,4,4,3,95
/united-states/florida/orlando/curry-ford-animal-hospital,4,4,4,4,0
/canada/alberta/calgary/west-springs-veterinary-hospital/,5,4,4,3,5
/canada/ontario/ottawa/veterinary-clinic,4,4,4,4,0
/united-states/michigan/detroit/detroit-animal-hospital/,7,4,4,2,92
/united-states/utah/ogden/ben-lomond-animal-clinic/,4,4,4,4,0
/canada/nova-scotia/port-hawkesbury/strait-veterinary-hospital/,4,4,4,4,0
/united-states/new-mexico/santa-fe/los-animales-holistic/,4,4,4,4,0
/united-states/colorado/pine/bighorn-veterinary-service-gruchow-curt-dvm,4,4,4,4,0
/canada/alberta/athabasca,5,4,4,3,3
/canada/ontario/collingwood/balsam-veterinary-office/,4,4,4,4,0
/canada/ontario/erin/erin-veterinary-centre/,4,4,4,4,0
/canada/ontario/bowmanville/carter-veterinary-hospital/,5,4,4,3,7
/canada/british-columbia/tlell/haida-gwaii-animal-hospital,4,4,4,4,0
/united-states/georgia/athens/uga-pet-health-center/,4,4,4,4,0
/canada/ontario/toronto/kingston-road-animal-hospital/,4,4,4,4,0
/united-states/florida/miami/pet-lovers-animal-clinic-sw-8th-st,4,4,4,4,0
/canada/british-columbia/tlell,6,4,4,3,6
/united-states/montana/columbus/stillwater-veterinary-clinic-columbus/,4,4,4,4,0
/united-states/georgia/swainsboro/swainsboro-animal-hospital/,4,4,4,4,0
/united-states/colorado/gypsum/gypsum-animal-hospital,4,4,4,4,0
/united-states/florida/jacksonville/julington-creek-animal-hospital/,4,4,4,4,0
/united-states/missouri/manchester/veterinary-specialty-services/,4,4,4,4,0
/united-states/illinois/st-charles/river-west-animal-hospital,4,4,4,4,0
/united-states/arizona/tucson/eye-care-for-animals-broadway/,4,4,4,4,0
/united-states/oregon/portland/forest-heights-vet-clinic-tracy-mento-dvm,4,4,4,4,0
/canada/ontario/toronto/vca-canada-secord-animal-hospital/,4,4,4,4,0
/canada/ontario/port-perry/port-perry-animal-hospital/,5,4,4,3,305
/united-states/arkansas/jonesboro/northeast-arkansas-equine-center/,5,4,4,3,203
/canada/alberta/red-deer/dog-cat-hospital-east-hill/,5,4,4,3,653
/united-states/massachusetts/waltham/mspca-angell-west/,4,4,4,4,0
/canada/ontario/toronto/dundas-west-animal-hospital,4,4,4,4,0
/united-states/california/los-angeles,56,3,10,1,10732
/united-states/new-york/queensbury/north-country-cat-hospital/,7,3,7,7,0
/united-states/tennessee/fayetteville/highland-rim-animal-clinic/,7,3,7,7,0
/united-states/florida/mayo,6,3,6,6,0
/united-states/maryland/millersville/animal-birth-control-llc,7,3,6,5,3175
/united-states/missouri/waynesville/r-veterinary-at-cross-creek/,5,3,5,5,0
/canada/ontario/ottawa,7,3,5,3,1098
/united-states/illinois/st-charles/emergency-veterinary-services/,5,3,5,5,0
/united-states/kentucky/manchester/noahs-ark-animal-hospital/,5,3,5,5,0
/united-states/florida/eagle-lake,5,3,5,5,0
/canada/quebec/laval/hpital-vtrinaire-vimont/,5,3,5,5,0
/united-states/california,26,3,5,1,5478
/canada/ontario/hawkesbury/hawkesbury-animal-hospital/,5,3,5,5,0
/canada/quebec/blainville,10,3,5,1,3106
/united-states/florida/bonifay,5,3,5,5,0
/united-states/florida/mascotte,5,3,5,5,0
/united-states/florida/wilton-manors,4,3,4,4,0
/united-states/georgia/smyrna/vet-wellcare-vaccinations-clinic-at-pet-supermarket,4,3,4,4,0
/united-states/south-carolina/greenwood/kinard-animal-hospital/,4,3,4,4,0
/canada/ontario/mississauga/erin-centre-animal-hospital,4,3,4,4,0
/united-states/oregon/corvallis/osu-veterinary-teaching-hospital/,5,3,4,3,114
/united-states/nevada/las-vegas/paradise-pet-hospital/,4,3,4,4,0
/canada/quebec/qubec,6,3,4,2,3273
/united-states/florida/cedar-key,4,3,4,4,0
/canada/alberta/vegreville,4,3,4,4,0
/united-states/idaho/terreton,4,3,4,4,0
/united-states/illinois/chicago/companion-animal-hospital-wicker-park,4,3,4,4,0
/united-states/vermont/colchester/petit-brook-veterinary-clinic,4,3,4,4,0
/canada/saskatchewan/moosomin/veterinary-services-valleyflats/,4,3,4,4,0
/united-states/florida/clermont/affordable-pet-care-at-four-corners,4,3,4,4,0
/united-states/arizona/kearny/rex-veterinary-services,6,3,4,3,60
/united-states/colorado/trinidad/fishers-peak-vet-clinic,4,3,4,4,0
/united-states/idaho/arco/lost-river-veterinary-clinic,4,3,4,4,0
/canada/ontario/peterborough/brealey-drive-animal-clinic/,6,3,4,2,6
/united-states/florida/east-palatka,5,3,4,3,432
/united-states/florida/grant-valkaria/grant-animal-clinic,4,3,4,4,0
/united-states/south-dakota/rapid-city/tlc-pet-hospital/,5,3,4,3,215
/united-states/georgia/johns-creek/bluepearl-pet-hospital,4,3,4,4,0
/united-states/alabama/birmingham/midfield-animal-clinic/,4,3,4,4,0
/privacy,5,3,4,3,2
/united-states/florida/temple-terrace,4,3,4,4,0
/united-states/florida/miami/sky-lake-animal-hospital,4,3,4,4,0
/canada/alberta/edmonton/granville-veterinary-clinic,4,3,4,4,0
/canada/british-columbia/surrey/schild-linda-dr,4,3,4,4,0
/canada/ontario/timmins/millson-veterinary-services,4,3,4,4,0
/united-states/florida/clermont/kinetic-veterinary-specialists,4,3,4,4,0
/united-states/colorado/englewood/donald-s-westfall-dvm/,4,3,4,4,0
/united-states/indiana/indianapolis/the-downtown-veterinarian,4,3,4,4,0
/united-states/florida/marianna/farm-and-pet-veterinary-clinic/,6,3,4,2,142
/united-states/tennessee/greeneville/dr-vickie-l-howell/,4,3,4,4,0
/united-states/new-york/burnt-hills/burnt-hills-veterinary-hospital,4,3,4,4,0
/united-states/ohio/fredericksburg/holmes-wayne-veterinary-services/,5,3,4,3,143
/united-states/washington/vancouver/horizon-veterinary-care/,4,3,4,4,0
/canada/ontario/toronto/juno-veterinary-summerhill,4,3,4,4,0
/united-states/florida/lakewood-ranch,4,3,4,4,0
/canada/quebec/pointe-claire/hpital-vtrinaire-du-village/,4,3,4,4,0
/canada/nova-scotia/halifax/aprilvets-mumford-road/,4,3,4,4,0
/united-states/alabama/hueytown/hueytown-veterinary-clinic-pet-lodge,4,3,4,4,0
/united-states/florida/miami/brickell-bay-animal-hospital,4,3,4,4,0
/united-states/florida/cocoa-beach,4,3,4,4,0
/canada/prince-edward-island/charlottetown,4,3,4,4,0
/united-states/wisconsin/madison/faircrest-veterinary-care/,5,3,4,3,486
/united-states/alabama/huntsville/north-alabama-spay-neuter/,5,3,3,2,160
/terms,6,3,3,2,665
/united-states/florida/orlando/dr-glenn-finnell,3,3,3,3,0
/united-states/arizona/sierra-vista/vca-apache-animal-hospital,3,3,3,3,0
/united-states/florida/tallahassee/bevis-veterinary-hospital,3,3,3,3,0
/canada/ontario/mississauga/east-credit-veterinary-hospital/,3,3,3,3,0
/united-states/florida/sarasota/animal-eye-care-inc,3,3,3,3,0
/united-states/utah/midvale/vista-vet-clinic-and-urgent-care/,3,3,3,3,0
/united-states/florida/marianna/todd-anderson-dvm-dact/,4,3,3,2,6
/united-states/arkansas/maumelle/maumelle-animal-clinic/,3,3,3,3,0
/united-states/arizona/chandler/trilogy-veterinary-medical-center/,3,3,3,3,0
/canada/british-columbia/agassiz/agassiz-animal-hospital,3,3,3,3,0
/canada/ontario/toronto/eglinton-veterinary-facilities,3,3,3,3,0
/united-states/illinois/chicago/animal-advocate-pet-hospital,3,3,3,3,0
